name,fuzzies,base_eq,fuzzy_eq,fuzzy_neq,fuzzy_err,top_i
spider/music_4/0029,16,-3,0,0,0,
spider/school_finance/0004,16,-3,0,0,0,
spider/game_1/0026,16,-3,0,0,0,
spider/movie_1/0015,16,-3,0,0,0,
spider/insurance_fnol/0019,16,-3,0,0,0,
spider/cre_Doc_Control_Systems/0016,16,-3,0,0,0,
spider/manufactory_1/0031,16,-3,0,0,0,
spider/hr_1/0048,16,-3,0,0,0,
spider/network_2/0020,16,-3,0,0,0,
spider/csu_1/0013,16,-3,0,0,0,
spider/sports_competition/0015,16,-3,0,0,0,
spider/music_1/0041,16,-3,0,0,0,
spider/flight_1/0033,16,-3,0,0,0,
spider/apartment_rentals/0030,16,-3,0,0,0,
spider/gas_company/0005,16,-3,0,0,0,
spider/college_2/0003,16,-3,0,0,0,
spider/movie_1/0037,16,-3,0,0,0,
spider/allergy_1/0045,16,-3,0,0,0,
spider/game_injury/0007,16,-3,0,0,0,
spider/behavior_monitoring/0004,16,-3,0,0,0,
spider/customers_and_invoices/0022,16,-3,0,0,0,
spider/cre_Docs_and_Epenses/0028,16,-3,0,0,0,
spider/customers_card_transactions/0008,16,-3,0,0,0,
spider/wedding/0018,16,-3,0,0,0,
spider/student_1/0022,16,-3,0,0,0,
spider/soccer_2/0051,16,-3,0,0,0,
spider/products_for_hire/0015,16,-3,0,0,0,
spider/wine_1/0017,16,-3,0,0,0,
spider/student_assessment/0017,16,-3,0,0,0,
spider/bike_1/0027,16,-3,0,0,0,
spider/film_rank/0012,16,-3,0,0,0,
spider/tracking_grants_for_research/0030,16,-3,0,0,0,
spider/debate/0001,16,-3,0,0,0,
spider/apartment_rentals/0022,16,-3,0,0,0,
spider/driving_school/0031,16,-3,0,0,0,
spider/network_2/0012,16,-3,0,0,0,
spider/student_1/0030,16,-3,0,0,0,
spider/store_1/0034,16,-3,0,0,0,
spider/local_govt_and_lot/0002,16,-3,0,0,0,
spider/swimming/0030,16,-3,0,0,0,
spider/swimming/0027,16,-3,0,0,0,
spider/perpetrator/0014,16,-3,0,0,0,
spider/customers_card_transactions/0021,16,-3,0,0,0,
spider/cre_Docs_and_Epenses/0012,16,-3,0,0,0,
spider/wrestler/0005,16,-3,0,0,0,
spider/flight_4/0036,16,-3,0,0,0,
spider/student_assessment/0001,16,-3,0,0,0,
spider/county_public_safety/0014,16,-3,0,0,0,
spider/allergy_1/0033,16,-3,0,0,0,
spider/flight_4/0032,16,-3,0,0,0,
spider/performance_attendance/0006,16,-3,0,0,0,
spider/storm_record/0019,16,-3,0,0,0,
spider/network_2/0026,16,-3,0,0,0,
spider/college_1/0016,16,-3,0,0,0,
spider/department_management/0001,16,-3,0,0,0,
spider/machine_repair/0005,16,-3,0,0,0,
spider/chinook_1/0029,16,-3,0,0,0,
spider/college_3/0021,16,-3,0,0,0,
spider/manufactory_1/0008,16,-3,0,0,0,
spider/flight_1/0016,16,-3,0,0,0,
spider/university_basketball/0023,16,-3,0,0,0,
spider/ship_1/0001,16,-3,0,0,0,
spider/allergy_1/0027,16,-3,0,0,0,
spider/coffee_shop/0011,16,-3,0,0,0,
spider/hr_1/0031,16,-3,0,0,0,
spider/book_2/0003,16,-3,0,0,0,
spider/game_1/0020,16,-3,0,0,0,
spider/loan_1/0015,16,-3,0,0,0,
spider/allergy_1/0044,16,-3,0,0,0,
spider/musical/0011,16,-3,0,0,0,
spider/csu_1/0008,16,-3,0,0,0,
spider/wine_1/0001,16,-3,0,0,0,
spider/movie_1/0025,16,-3,0,0,0,
spider/music_4/0016,16,-3,0,0,0,
spider/hospital_1/0047,16,-3,0,0,0,
